id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label
91d6223051,"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",0,negative,"The text describes a frustrating situation where the user is unable to open a file due to outdated software, indicating a negative sentiment",negative,0
793fae94bb, Yes! That sounds like a great idea. Message me on LJ about it,2,positive,"The text expresses agreement and enthusiasm for an idea, using the word 'great' and an exclamation mark, indicating a positive sentiment",positive,2
a07b2687fc,Chocolate milk and subway. MMM,1,neutral,"The text expresses a pleasurable reaction (MMM) to the combination of chocolate milk and Subway, indicating a positive sentiment",positive,2
e616952a65,"Tweet **** ? I am up to 10,000 tweets",2,positive,"The text expresses surprise and possibly excitement about reaching a milestone of 10,000 tweets, but the tone is somewhat ambiguous due to the use of ****, however, the overall tone leans towards a sense of achievement",positive,2
cfe3ce1a0b, IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),1,neutral,"The text expresses a light-hearted apology for being late, but frames it in a playful and casual manner with the use of 'LOL' and a winking emoticon ';)', indicating a positive sentiment",positive,2
24969fb071," You`ve got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it`s what life is for",2,positive,"The text expresses a philosophical and encouraging sentiment, promoting the idea of having standards and enjoying life, which is a positive outlook",positive,2
28252c784d, Your window ledge is decorated quite appropriately. I love it,2,positive,"The text expresses admiration and affection for the decoration on the window ledge, indicating a positive sentiment",positive,2
b37664cb2a,goodnight everyone.,2,positive,"The text is a polite and friendly farewell message, but it doesn't express any strong emotions or opinions, it's a neutral statement",neutral,1
4c1b73ef1f,idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties,0,negative,"The text expresses excitement and hyperactivity, but also mentions 'ugh' which can be a negative expression. However, the overall tone seems to be more energetic and looking forward to upcoming events, which suggests a positive sentiment. The mention of parties and celebrations also reinforces this interpretation.",positive,2
4246aba5de,morrrning. time for school. (: time to learn!,2,positive,"The text expresses a positive and enthusiastic tone about going to school and learning, indicated by the smiling face emoticon and the energetic language",positive,2
c3592fbe9d,Partied long and hard...goodnight Twitter see ya in the mornin,2,positive,"The text mentions partying long and hard, which suggests a fun and enjoyable experience, and the tone is casual and friendly with a goodbye message, indicating a positive sentiment",positive,2
3a8a7232eb,bed. with stomach ache,0,negative,"The text mentions a stomach ache, which is a negative physical experience, indicating a negative sentiment",negative,0
61aa37e135,one more final,1,neutral,"The text is a simple statement without any emotional context, it appears to be a neutral announcement or declaration of something being the last or final one",neutral,1
d12e0058a9," july 8th flight gets in, my mate here is on about goin hm early so am all",1,neutral,"The text is a simple statement about a friend's travel plans and the speaker's intention to go home early, without expressing any emotion or opinion",neutral,1
a19c7713f4," YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",1,neutral,"The text expresses excitement and gratitude for being mentioned in a #followfriday, but also jokingly mentions that #FAILFriday is still winning, indicating a lighthearted and playful tone, which overall leans towards a positive sentiment",positive,2
3aa1123af3, my computer is being stupid and wont let me vote  . if i could i would vote for u.,0,negative,"The text expresses frustration with the computer and disappointment about not being able to vote, but also expresses a positive sentiment towards the person they would vote for",positive,2
471cc33194, i miss you!!  stupid work!,0,negative,"The text expresses a strong feeling of missing someone, which is a positive sentiment, but also expresses frustration with work, which is a negative sentiment. However, the overall tone is more emotional and negative due to the use of the word 'stupid' to describe work",negative,0
22eef0949d,"Gettin some fuel, too bad no one is reading this!",0,negative,"The text expresses a neutral action of getting fuel, but also includes a negative sentiment about no one reading the post, which indicates a sense of disappointment or frustration",negative,0
fb06c8e8ef," KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",0,negative,"The text expresses a lighthearted and playful sentiment, with the user joking about being a 'weeaboo' and impatient, but still showing enthusiasm for KH, indicating a positive sentiment",positive,2
aee14b9638,I was waitin` so many new and good songs about the end but I didnt like it so much,1,neutral,"The text expresses disappointment and a negative opinion about new songs, using phrases like 'I didnt like it so much', indicating a negative sentiment",negative,0
bf445ae759, that sounds awesome..,2,positive,"The text expresses enthusiasm and approval with the phrase 'that sounds awesome', indicating a positive sentiment",positive,2
0530b5e031, is it? :O im gonna get that,1,neutral,"The text expresses surprise and determination to get something, with a tone that seems enthusiastic and interested, indicating a positive sentiment",positive,2
3cbc1723cf,Everything is annoying me today,0,negative,"The text expresses frustration and irritation, indicating a negative sentiment",negative,0
3effbeffea, http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,1,neutral,"The text appears to be a link share with attribution to the original author, without expressing any emotion or opinion about the content of the link",neutral,1
b31486f8c0,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,0,negative,"The text expresses disappointment and a negative opinion about the decline in quality of Day 26's videos, suggesting that the end of the group may be near",negative,0
ff85b0b80a, I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.,0,negative,"The text expresses a positive sentiment towards the individuals mentioned, suggesting they deserve more appreciation and even their own show, but also implies a negative sentiment towards the CW or ABC for not appreciating them enough. However, the overall tone is more supportive and encouraging rather than purely negative.",positive,2
86519b9fb0, yeah that too,1,neutral,"The text is a casual, non-committal agreement without expressing any particular sentiment or emotion",neutral,1
35c7182cb7,hasn`t had time to go on twitter since working full time!,1,neutral,"The text is a statement about not having time to use Twitter due to working full time, without expressing any emotion or opinion about the situation",neutral,1
26f03060be," No problem. Unfortunately, I think it was just something I had to sort out on my own.",1,neutral,"The text starts with a neutral phrase 'No problem', but then expresses a slightly negative sentiment with 'Unfortunately', indicating that the speaker had to deal with an issue on their own, implying a hint of disappointment or frustration",negative,0
5db2195e56,is still sick  sigh,0,negative,The text expresses a negative sentiment with the word 'sigh' indicating frustration or disappointment about still being sick,negative,0
b1626e8f40," wooo what a fight !!! goooo Vicky , i am with you",2,positive,"The text expresses excitement and support for Vicky, indicating a positive sentiment with the use of enthusiastic language like 'wooo' and 'goooo'",positive,2
1381ed35a5,"  you two are hilaaaaarious, I love it. Vernae where have you been  ?",2,positive,"The text expresses admiration and affection for the people being addressed, using words like 'hilaaaaarious' and 'I love it', indicating a strong positive sentiment",positive,2
85178f7eb6,**** my life.,0,negative,"The text expresses frustration and possibly despair, indicated by the use of strong language to emphasize a negative sentiment about one's life",negative,0
8ea8d240e3,Paid bills. We get water and electricity for another month  Woot.,1,neutral,"The text expresses relief and excitement about paying bills and having access to essential services for another month, with the enthusiastic expression 'Woot' indicating a positive sentiment",positive,2
aebcb91e4a,"10pm tonight, International Space Station will by over head, through most of Texas at least",1,neutral,The text is a factual statement about a celestial event without expressing any emotion or opinion,neutral,1
f59555b31d,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.,1,neutral,"The text expresses a reluctance to leave bed and implies that what the person woke up to was unpleasant or undesirable, indicating a negative sentiment",negative,0
8f3896e778,Done! Goin home to eat dindin and contemplate what the night holds for me,1,neutral,"The text expresses a sense of completion (Done!) and looks forward to eating and contemplating the night's possibilities, indicating a positive and anticipatory sentiment",positive,2
ad6ce6645a,feels accomplished!!!  She got a lot done today! http://plurk.com/p/stns9,2,positive,"The text expresses a strong feeling of accomplishment and pride in completing tasks, indicated by the enthusiastic tone and multiple exclamation points",positive,2
e2c7ea0ab3,16 days until I start moving!,1,neutral,"The text expresses excitement and anticipation about an upcoming event (moving), indicating a positive sentiment",positive,2
9f61b74d16,Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,2,positive,"The text describes a sense of unease and tension, using words like 'strange' and 'on edge', but also mentions a positive action of smudging the house to alleviate the issue, indicating a mixed sentiment that leans towards a neutral tone",neutral,1
f9d6dabab7, omgggg!! Hawaii!! That`s amazing!! I wanna live there,2,positive,"The text expresses extreme excitement and enthusiasm about Hawaii, using multiple exclamation marks and positive language, indicating a strong positive sentiment",positive,2
ce08346b74,I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,1,neutral,"The text initially expresses puzzlement or confusion about an iTunes setting, but then ends with 'Haha', which is a laughter indicator suggesting amusement or relief, indicating a positive sentiment",positive,2
60b164350c,_Brody What is BF ? Is it a glue ?,1,neutral,"The text is a question asking for clarification about the meaning of 'BF', without expressing any emotion or opinion",neutral,1
f2c9e0392f,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",2,positive,"The text expresses a mixed sentiment, with a negative opinion about 'saves the day' but a positive opinion about 'alkaline trio' and the overall experience, however the positive comments and the conclusion ('it was awesome', 'i had a great time') dominate the text",positive,2
2be8fc0d5c,I`m on my way to see `17 Again`.  I`ve wanted to see it for a looong time,1,neutral,"The text expresses anticipation and eagerness to see a movie, indicating a positive sentiment",positive,2
15eb9cb435,i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!,2,positive,"The text expresses strong enthusiasm and admiration for the movie 'Kill Bill Vol. 1' and actress Lucy Liu, using superlatives such as 'absolutly love' and 'sooo gorgeous', indicating a positive sentiment",positive,2
7a026e3da2,"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",2,positive,"The text expresses a positive sentiment with 'I like it anyway', but also mentions a slight disappointment about missing an element ('spork in the pic'), however the tone remains light and inquiring rather than negative",positive,2
127ac4d1d2,ohay clean teeth,2,positive,"The text is a casual greeting ('ohay') followed by a neutral statement about having clean teeth, without expressing any strong emotion or opinion",neutral,1
5b32effb51,well i`m gonna go now.  goodbye all.,1,neutral,"The text is a simple statement of departure without expressing any particular emotion or sentiment, it's a neutral farewell message",neutral,1
3c2cde14d5, where are you going paris?,1,neutral,The text is a neutral inquiry about someone's travel plans without expressing any particular sentiment or emotion,neutral,1
7f2caf1d49,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",0,negative,"The text expresses a sense of longing and nostalgia for past interactions, but also acknowledges that the creative and playful aspects of those interactions will persist, indicating a bittersweet sentiment that leans towards being positive",positive,2
80f1f32286, that`s SO YOU!,1,neutral,"The text is an expression of recognition and identification, with the tone being more playful and affirmative than negative or neutral, suggesting a positive acknowledgement of someone's character or action",positive,2
e0e5033f99," Also, HAPPY STAR WARS DAY!!!",2,positive,"The text expresses enthusiasm and excitement by using all capital letters and multiple exclamation points to celebrate Star Wars Day, indicating a positive sentiment",positive,2
4956387b43,Good morning in Twitterville. Off to work I go...Chat @ all of u later,2,positive,"The text is a friendly greeting and a statement of a daily routine, without expressing any negative emotions or opinions, and includes a positive intention to chat later",positive,2
4fa6c23e8a,I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,1,neutral,"The text is a neutral statement about the need to free up computer space and not meeting the minimum requirements for a game, without expressing any emotion or opinion",neutral,1
c52551ef73, I`ll keep that in mind if I decide to add an LA leg  to my westt coast stint in June,1,neutral,"The text is a neutral statement about a potential future plan, without expressing any particular emotion or opinion",neutral,1
a8296482f1,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,1,neutral,"The text describes a neutral situation of waitressing at a game, but then mentions a 'slow game' which has a slightly negative connotation, however, the tone overall remains observational and matter-of-fact without strong emotions",neutral,1
dcdd163fa1,Well... I hate to leave.... but I must sleep! G`night y`all and hope to chat later!  Enjoy my li`l night owls!,2,positive,"The text expresses a mix of reluctance to leave and a positive farewell message, but the overall tone is affectionate and friendly, indicating a positive sentiment",positive,2
dd35a56813,Found some great places but I might have to play it safer and wait 2 years till my car is paid off,1,neutral,"The text mentions finding great places, which is a positive aspect, but also expresses caution and a need to wait due to financial constraints, which introduces a negative aspect. However, the overall tone is more cautious than unhappy, and the mention of 'great places' suggests a generally optimistic outlook. The text does not express strong emotions or opinions, but rather a practical consideration.",neutral,1
4015d59826, we want ot protect Moleskineï¿½ notebooks worldwide. That is all.,1,neutral,"The text expresses a simple and neutral statement of intent without any emotional context or tone, it's a declaration of a goal without any sentiment",neutral,1
ff31a70950,Got to go shopping with wife down to Tesco`s. I knew my day was going to well.,2,positive,"The text expresses a sense of resignation or dread about going shopping with their wife, implying that this is not a pleasant activity for the speaker, which indicates a negative sentiment",negative,0
c3af043193,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,0,negative,"The text starts with a neutral greeting but then expresses physical discomfort and regret about a previous decision, indicating a negative sentiment",negative,0
8a64fe85c7,_2008 don`t be sorry  you can race for charity or just for fun. I do this one for fun.,2,positive,"The text is encouraging and mentions participating in a race 'for fun', indicating a lighthearted and positive sentiment",positive,2
8f45d14d87," haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",0,negative,"The text is playful and teasing, with the use of 'haha' and 'lolll' indicating a lighthearted and humorous tone, and the phrase 'feel extra jealous' is meant to be ironic rather than genuinely hurtful, suggesting a positive and cheeky sentiment",positive,2
09c18060c4," can`t wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",2,positive,"The text expresses enthusiasm and anticipation, and also provides a compliment about the scripts and suggests a potential career path, indicating a positive sentiment",positive,2
4bf8205ece, hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,0,negative,"The text is a polite apology for a late reply and expresses a plan to take action, without any negative or strongly positive emotions",neutral,1
484d3adb43,made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http://twitpic.com/67to5,1,neutral,"The text describes a creative action of making a cover for an iPhone and shares images, indicating a sense of accomplishment and pride, but without strong emotional language",positive,2
4d9e3851b0,  #followfriday thank you!  I`m still not even close to what I had as ,2,positive,"The text expresses gratitude with 'thank you', but also mentions 'I'm still not even close to what I had', indicating a mixed sentiment, however the negative part is more prominent as it expresses a sense of not meeting expectations",negative,0
3ed0a91fc8,please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!,1,neutral,"The text invites feedback and sharing, expressing a sense of excitement and accomplishment about a new website, indicating a positive sentiment",positive,2
e69a4d2ab6,work was splendid,2,positive,"The text describes work as 'splendid', which is a positive adjective indicating a favorable opinion or experience",positive,2
9675c21902,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,1,neutral,"The text initially expresses a lack of energy, which might suggest a negative sentiment. However, it concludes with 'Sundays are great', indicating a positive sentiment towards the day, which seems to be the dominant feeling",positive,2
e14df90efb,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,0,negative,"The text mentions a positive experience at a pool in Orlando, acquiring new shoes, and plans to visit Seaworld, but also expresses a sentiment of missing a best friend, which adds a negative tone to the overall sentiment. However, the excitement and positive experiences mentioned seem to dominate the tone of the text.",positive,2
96f20eb9ca,"_x I`ve got my essay plan written out now  Looking for a couple of references, then I`ll get writing!",1,neutral,"The text expresses a sense of accomplishment (having the essay plan written out) and anticipation (getting ready to start writing), indicating a positive sentiment about the progress of their work",positive,2
125249886e,Father is staying home and conference calling. Sorry ,0,negative,"The text is a simple statement of a situation with a slightly apologetic tone, but without expressing any strong emotions or opinions",neutral,1
6584036615,Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,0,negative,"The text expresses frustration and annoyance about the low sinks in hospital toilets, which caused water to spill on the speaker's suit, indicating a negative sentiment",negative,0
c6f4db3b3e,SNL w/ Justin Timberlake,1,neutral,The text is a simple statement about a TV show (Saturday Night Live) and its guest (Justin Timberlake) without expressing any emotion or opinion,neutral,1
4027f12112,: I like your crazy and witty humor!,2,positive,"The text expresses admiration and appreciation for someone's humor, using positive adjectives like 'crazy' and 'witty', indicating a positive sentiment",positive,2
f42a24eb42,"just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL",1,neutral,"The text expresses a preference for something else (getting a slice) over the current situation (paying for a dedicated server), indicating a negative sentiment towards the expense, but also mentions a necessity (using MS SQL) which tempers the tone, however the overall sentiment leans towards dissatisfaction with the cost",negative,0
8ffe59dc4e, Well best of luck,2,positive,"The text expresses a polite and supportive sentiment, wishing someone good luck, which is a positive gesture",positive,2
2d27d6cb0e, yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,2,positive,"The text expresses a mix of emotions: the speaker had fun, which is positive, but also regrets not taking a cup, which is negative. However, the overall tone is more positive, as the speaker describes the cup as 'awesome' and expresses a desire to find another one, indicating enthusiasm and interest.",positive,2
885d08e22d,going to eat rice and fried chicken from sederhana  the padang restaurant! yummy!,2,positive,"The text expresses enthusiasm and anticipation about eating a specific meal, using the word 'yummy' to emphasize the positive sentiment",positive,2
85bd4a3db0," i dont even have a WII! b likes xbox, so that`s what we have  do you use it?",2,positive,"The text is a neutral statement about the speaker's gaming console preferences and a question about someone else's usage, without expressing any strong emotions or opinions",neutral,1
2cc97395e7,ughhhh.... sad day.,0,negative,"The text expresses a clear negative emotion with the words 'ughhhh' and 'sad day', indicating a feeling of unhappiness or distress",negative,0
f0bb64692f,"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",0,negative,"The text expresses a desire for a sunny day, which implies a current lack of motivation or enthusiasm, and also mentions 'the blues', which is a common phrase associated with feeling down or sad, indicating a negative sentiment",negative,0
31098bb260,wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,0,negative,"The text expresses frustration and annoyance, as indicated by the use of 'GRRR!' and the description of a regrettable situation, indicating a negative sentiment",negative,0
5942352255, How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,0,negative,"The text expresses a defensive and sympathetic tone towards a young girl, suggesting that she is not 'spoilt' and that being put in front of a large audience was challenging for her, indicating a positive sentiment",positive,2
01942ec563,"_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It`s $80!",1,neutral,"The text expresses excitement and happiness about working again (Woo hoo!), but also disappointment and a hint of frustration about not being able to obtain an Elita-1 due to its high price ($80), which results in a mixed sentiment, however the initial positive sentiment (Woo hoo!) seems to dominate",positive,2
f6f9eba223, That`s great news,2,positive,"The text explicitly expresses enthusiasm and approval, indicating a positive sentiment",positive,2
35a2e01940,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,0,negative,"The text expresses frustration and dislike towards a person and a situation, with strong negative emotions indicated by words like 'cant stand', 'sooo', and 'ughhhh'",negative,0
a194ecc368,I alreay feel the hang over. Soooo worth it,2,positive,"The text mentions a hangover, which typically has a negative connotation, but it is immediately followed by 'Soooo worth it', which indicates that the experience leading to the hangover was enjoyable and worth the negative aftermath, suggesting an overall positive sentiment",positive,2
4b14c1d212,Cleaning time soon,1,neutral,"The text is a simple statement about an upcoming task without expressing any particular emotion or opinion, it does not convey any enthusiasm or negativity",neutral,1
67b3d27ebf, he`ll be 3 in july! I`m just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,2,positive,"The text expresses excitement and enthusiasm about a child's upcoming birthday and milestones, using words like 'stoked' and multiple exclamation marks, indicating a positive sentiment",positive,2
c999c3d792,low low low low low low low low low.............................,1,neutral,"The text repeats the word 'low' multiple times, which could indicate a negative sentiment or a sense of disappointment, however, without more context, it's hard to say for certain, but the repetition of 'low' leans more towards a negative sentiment",negative,0
7f8ceb5336,_Monk Neither are ELP!!,1,neutral,"The text appears to be a statement of disagreement or correction, but without any emotional context or tone, it remains a neutral expression",neutral,1
d4a209c6e1,_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,2,positive,"The text expresses a preference for being in someone else's shoes and mentions a long work schedule, which might indicate a slightly negative sentiment, but then it also mentions loving cold weather, which is a positive statement. However, the overall tone seems to lean towards a slightly negative sentiment due to the mention of a long work schedule.",negative,0
b0fc59f0dd,Have $#@&!!! Malware on my work PC!  I miss having an IT dept,0,negative,"The text expresses frustration and annoyance about having malware on their work PC, and also expresses a sense of longing for an IT department, indicating a negative sentiment",negative,0
d0802d8353,", Heeeey dear! Finally found!",1,neutral,"The text expresses excitement and friendliness, with the use of 'Heeeey dear' and 'Finally found' indicating a sense of relief and happiness, suggesting a positive sentiment",positive,2
914980413d,i have to study :O talk to you later  ****,1,neutral,"The text expresses a sense of obligation to study, which is a neutral statement, and the phrase 'talk to you later' is also neutral, but the tone is slightly negative due to the use of ':O' which can indicate a sense of dread or annoyance, however the overall sentiment is more neutral than negative",neutral,1
2a298d5810, i knew a horse called dollar too,1,neutral,"The text is a simple statement about knowing a horse, without expressing any emotion or opinion",neutral,1
2d66a37374, she still got it going on!,1,neutral,"The text expresses admiration and approval, indicating a positive sentiment",positive,2
d833fbe041,Can`t wait for  live! It`s ages away but still I should do a  and plan what I`m going to wear lol,2,positive,"The text expresses excitement and anticipation for an upcoming event, with a lighthearted and playful tone, indicating a positive sentiment",positive,2
73b8b92762,Starbucks with mother,1,neutral,The text is a simple statement about a neutral activity without expressing any particular emotion or opinion,neutral,1
752bed813d,Im had to leave early to go to piccolo practice.,1,neutral,"The text is a simple statement about having to leave early for a practice without expressing any emotion or opinion, but the use of 'had to' might imply a slight inconvenience, however, it's not strong enough to indicate a clear negative sentiment",neutral,1
9f56c796d9," ah its getting there  still a fair bit to go, but it`s coming together fairly well! aw  where are you from?",2,positive,"The text expresses a mixed sentiment, initially indicating a neutral or slightly negative tone with 'still a fair bit to go', but then shifts to a more positive tone with 'it's coming together fairly well' and a friendly inquiry about the person's origin, overall indicating a cautiously optimistic sentiment",positive,2
3675ceeedd,Did you know call of duty has a scenario game called 'Nazi zombies?' it`s awesome and scary at the same time,1,neutral,"The text describes a game scenario as 'awesome and scary at the same time', indicating a positive sentiment towards the game",positive,2
7261430b90,Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,2,positive,"The text expresses amusement and a sense of joy about being home and feeling like kids, indicating a positive sentiment. The mention of 'feels great' also reinforces this interpretation.",positive,2
b34b1efb07, http://twitpic.com/4jcf1 - Looks great!  Love the way they did the bottom.,2,positive,"The text expresses admiration and love for the way something was done, indicating a positive sentiment",positive,2
12c74aff83,Writing my first tweet,1,neutral,"The text is a simple statement of an action without expressing any emotion or opinion, indicating a neutral sentiment as it is just an announcement of an activity",neutral,1
bc7fe75312," Just wondering if you are going to put 'One Too Many' on itunes.  I hope you do, it is the only cd of yours I don`t have.",1,neutral,"The text expresses a polite inquiry and a hopeful sentiment about the availability of a song on iTunes, indicating a positive sentiment towards the artist's work",positive,2
e1975adfee," I know, thx  But I`ll be ok.",2,positive,"The text acknowledges a concern or support from someone else, but then reassures them that they will be okay, which suggests a slightly positive tone, but overall it's a neutral response to a possibly negative situation",neutral,1
7479c985ae,Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,1,neutral,"The text initially expresses a negative sentiment with the discovery of a painful sunburn, but then shifts to a more optimistic tone with the hope of it turning into a tan, indicating a mixed sentiment that leans towards being neutral",neutral,1
7d5057e6b4, Hah! Thanks.,2,positive,"The text expresses gratitude and amusement (indicated by 'Hah!'), suggesting a positive sentiment",positive,2
6f677e4f44,deff workin this weekened,1,neutral,"The text is a statement of a work commitment without expressing any particular emotion or opinion, but the use of 'deff' suggests a sense of resignation or determination, which leans slightly towards a negative sentiment, however, the tone is not strongly negative, but the overall sentiment is not positive either",neutral,1
08c2e1ebf4,ok thats it.... sleep time,1,neutral,"The text is a simple statement about going to sleep without expressing any particular emotion or opinion, it's more of a factual statement or a declaration of an action",neutral,1
9911728ff4,  Nice start to the holiday!,2,positive,"The text expresses a positive sentiment about the start of the holiday, using the word 'Nice' which indicates a favorable opinion",positive,2
041ab65625,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,0,negative,"The text describes a challenging experience where the author struggled with a physical obstacle and expresses frustration about being unable to complete a task within a certain time limit, indicating a negative sentiment",negative,0
1206c7aefb, I accidentaly slammed my finger in the trunk,0,negative,"The text describes an unfortunate event of physical harm, indicating pain and distress, which suggests a negative sentiment",negative,0
ac41785a98,About to Lock In on getting better  staying +,1,neutral,"The text expresses a determined and positive attitude towards self-improvement, using phrases like 'getting better' and 'staying +', which indicate a strong intention to make progress and maintain a positive outlook",positive,2
49b3fd2cfb," Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.",1,neutral,"The text expresses a desire to see a movie, indicating a positive sentiment towards the movie, but also mentions a circumstance that might prevent it, which is a neutral aspect; however, the overall tone is more positive than neutral or negative",positive,2
2304b6a26b," I think  has found it (http://bit.ly/3pj876 , but I can`t play it",1,neutral,"The text expresses a neutral statement about finding something, but also includes a negative sentiment about not being able to play it, however the tone is more matter-of-fact than emotional",neutral,1
71df14b7a2,finally shifted from Twhirl to TweetDeck so I can filter through my close friends` updates  happy monday peeps,1,neutral,"The text expresses satisfaction about switching to a new tool and also wishes a happy Monday to others, indicating a positive sentiment",positive,2
914e57e54b, **** it! Must be Morrisons then,0,negative,"The text expresses frustration or resignation, indicated by the expletive, suggesting a negative sentiment towards having to choose Morrisons",negative,0
12c89d051d,That was ****.,0,negative,"The text uses strong profanity to express a negative opinion about something, indicating a strong negative sentiment",negative,0
846c546859, NOOOOO I hate traffic,0,negative,"The text expresses strong frustration and dislike for traffic, using an emphatic 'NOOOOO' and the word 'hate', indicating a strong negative sentiment",negative,0
71c9975b09, !! I miss you too.,0,negative,"The text expresses a sentiment of longing and affection, with the phrase 'I miss you too' indicating a positive emotional connection",positive,2
797da7a153, I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?,0,negative,"The text expresses regret for missing a tweet, but also mentions a pleasant conversation and offers assistance, indicating a generally positive and helpful tone",positive,2
fc4caebc32,cupcakes gave me heartburn,0,negative,"The text states a negative physical effect (heartburn) caused by cupcakes, indicating a negative sentiment",negative,0
1fd7ca6cf0,Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,2,positive,"The text expresses enthusiasm and anticipation about taking a shower after a long day of work, and also confidently asserts their math abilities, indicating a positive sentiment",positive,2
7fa6b8e981,i got no followers i only have like 2  someone follow Me please?,1,neutral,"The text expresses a sense of disappointment and longing for followers, with a direct plea for someone to follow, indicating a negative sentiment",negative,0
00456b08af,_09  ii No!  GRR   oooh Aiden Lol   x,1,neutral,"The text contains a mix of expressions, including a negative 'No!' and 'GRR', but also a playful 'Lol' and affectionate 'x', indicating a lighthearted and teasing tone, which overall leans towards a positive sentiment",positive,2
56b4c06802,Woohoo! Procrastinating doing any work by going out to lunch! Have to wait for my sister now though  dang it,1,neutral,"The text initially expresses excitement and enthusiasm about procrastinating and going out to lunch, which is a positive sentiment. However, the tone shifts slightly with the phrase 'dang it', which indicates mild frustration about having to wait for someone, but overall the positive sentiment prevails",positive,2
f2fd79de98, pandora is blocked at my work  bummed,0,negative,"The text expresses a negative emotion (bummed) due to a specific situation (Pandora being blocked at work), indicating a negative sentiment",negative,0
93937bcf32,They never cease to amaze me.,2,positive,"The text expresses admiration and amazement, indicating a positive sentiment",positive,2
1beba1b31c,_lick sounds like you need a week of digital detox,1,neutral,"The text is a suggestion for a digital detox, which can be seen as a helpful or caring comment, however, the tone is somewhat abrupt and makes an assumption about the person's needs, which can be perceived as slightly negative",negative,0
dd033a838d,"'They say I look yummy & they want a taste, but I`m a human not a sandwich.' LMFAO makes me",2,positive,"The text initially seems to express a negative sentiment due to the mention of being objectified, but the tone shifts with the use of 'LMFAO' which indicates laughter and amusement, suggesting that the speaker finds the situation humorous and is not genuinely offended",positive,2
e536f13163, been there!  need somewhere NEW,1,neutral,"The text expresses a sense of familiarity and then a desire for something new, which implies a neutral sentiment as it neither expresses satisfaction nor dissatisfaction with the current situation",neutral,1
9fda61503d, no panasonic charger.sorry,0,negative,"The text expresses a negative sentiment by apologizing for not having a Panasonic charger, indicating a lack or unavailability of something",negative,0
6a5472922a, I`ll be back home on Monday.,1,neutral,The text is a simple statement about a future event without expressing any emotion or opinion,neutral,1
